Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID
4/26/2025,CCV STARS 14 Boys White PEO,PRFC Scottsdale 14B Copa,5,1,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19923026,179070
4/19/2025,PRFC Scottsdale 14B Copa,14B Bratcher,1,3,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group D (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256877,179070
4/16/2025,PRFC Scottsdale 14B Copa,AZSC 15B Gold,6,2,W,L,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group D (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256872,179070
4/15/2025,NOS Santos 15 Boys Blue,PRFC Scottsdale 14B Copa,2,1,W,L,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group D (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256870,179070
4/13/2025,PRFC Scottsdale 14B Copa,Phoenix Premier FC 14B Black,1,11,L,W,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19923012,179070
4/12/2025,AZSC 14B Azanger,PRFC Scottsdale 14B Copa,2,1,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19922998,179070
3/29/2025,PRFC Scottsdale 14B Copa,14B Hinds,5,5,T,T,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002657,179070
3/2/2025,AZSC 14B Azanger,PRFC Scottsdale 14B Copa,6,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",18570095,179070
2/22/2025,PRFC Scottsdale 14B Copa,Amore 2014 Boys,4,5,L,W,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993781,179070
2/15/2025,Select 14B,PRFC Scottsdale 14B Copa,2,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18570088,179070
2/15/2025,PRFC Scottsdale 14B Copa,Phoenix Valley Soccer Club boys 2014,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18570093,179070
1/25/2025,2014 Boys Blue,PRFC Scottsdale 14B Copa,3,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Venturoso Park,"14425 N 32nd St , Phoenix, AZ 85032",18570081,179070
1/18/2025,PRFC Scottsdale 14B Copa,Tuzos Academy Mesa 2014,0,11,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18570075,179070
1/11/2025,PRFC Scottsdale 14B Copa,LAFC 14 BOYS,3,9,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18570074,179070
12/15/2024,PRFC Scottsdale 14B Predator,PRFC Scottsdale 14B Copa,8,0,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys South Korea,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439219,179070
11/16/2024,Phoenix Premier FC 14B White,PRFC Scottsdale 14B Copa,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 9 11U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",17072528,179070
10/26/2024,PRFC Scottsdale 14B Copa,Phoenix Premier FC 14B SW,2,12,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 9 11U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",17072524,179070
10/24/2024,PRFC Scottsdale 14B Copa,15B NMarkette,1,8,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Red - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980028,179070
10/18/2024,Scottsdale 14 Sandsharks Black,PRFC Scottsdale 14B Copa,8,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 9 11U Boys,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",17072535,179070
10/12/2024,Hustle Hard 2014- Boys,PRFC Scottsdale 14B Copa,3,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 9 11U Boys,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",17072542,179070
9/1/2024,PRFC Scottsdale 14B Copa,PRFC West Valley 14B Predator,2,0,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Musah,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17373595,179070
8/31/2024,AZEV B2014 (WHITE),PRFC Scottsdale 14B Copa,9,1,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Musah,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17373587,179070
8/31/2024,PRFC Scottsdale 14B Copa,Scottsdale 14 Sandsharks,0,8,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Musah,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17373586,179070
9/21/2025,Gila Valley Ninjas,Pumas Tucson 14B,1,4,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 3,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694971,450534
9/20/2025,Pumas Tucson 14B,VSC 2014 Boys White,1,0,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 3,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694966,450534
9/20/2025,Gila Valley Ninjas,Pumas Tucson 14B,5,1,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 3,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694967,450534
9/19/2025,15B Oscar,Pumas Tucson 14B,1,5,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 3,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694969,450534
9/14/2025,14B Midhaan,Bala FC - 2014B,3,3,T,T,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Brazil,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600469,365125
9/13/2025,14B Midhaan,Las Vegas Sports Academy U12 Boys Black 2014,1,6,L,W,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Brazil,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600463,365125
9/13/2025,Playmaker Futbol Academy 14B Black,14B Midhaan,9,0,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Brazil,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600466,365125
4/19/2025,PRFC Scottsdale 14B Copa,14B Midhaan,1,3,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group D (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256877,365125
4/19/2025,14B Midhaan,AZ Arsenal 14 Boys AYDP,1,3,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group D (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256875,365125
4/18/2025,East Valley NSFC 14 Boys Tiggs,14B Midhaan,3,4,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group D (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256873,365125
3/1/2025,14B Midhaan,AZ Arsenal 14 Boys AYDP,0,1,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,Sweetwater Park (RSL- N),"13230 N. 44th Street, Phoenix, AZ 85032",18570484,365125
2/23/2025,14B Midhaan,AZSC 15B White,1,7,L,W,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (SUPERSTARS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993804,365125
2/22/2025,PRFC Southeast Valley 14B Predator,14B Midhaan,3,2,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (SUPERSTARS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993798,365125
2/20/2025,14B Midhaan,AZSC 15B White,1,4,L,W,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SILVER (SUPERSTARS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993794,365125
2/15/2025,CCV STARS 14 Boys Navy LAV,14B Midhaan,4,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,CCV Stars Laveen,"4343 W Baseline Rd , Laveen, AZ 85339",18570477,365125
2/8/2025,ASA 014B Magic,14B Midhaan,0,5,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,NE- Desert Canyon (AZ Soccer Academy),"10203 E McDowell Mountain Ranch Road , Scottsdale, AZ 85255",18570475,365125
1/31/2025,AZ Arsenal 14 Boys Teal 2 PJ,14B Midhaan,3,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18570463,365125
1/25/2025,14B Midhaan,Select 14/15B Red,1,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,Sweetwater Park (RSL- N),"13230 N. 44th Street, Phoenix, AZ 85032",18570466,365125
12/6/2024,ASA 014B Magic,14B Midhaan,3,7,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,NE- Copper Ridge (AZ Soccer Academy),"10101 E Thompson Peak Pkwy , Scottsdale, AZ 85255",17044410,365125
11/23/2024,AZ Arsenal 14 Boys AYDP,14B Midhaan,9,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17044424,365125
11/10/2024,AZSC 14B Azanger,14B Midhaan,3,0,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Wright,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18147021,365125
11/9/2024,14 Boys Navy,14B Midhaan,5,1,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Wright,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18147012,365125
11/8/2024,14B Midhaan,Select 14/15B Red,2,5,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Wright,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18147017,365125
10/27/2024,PRFC Scottsdale 14B Predator,14B Midhaan,5,5,T,T,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980022,365125
10/26/2024,14B Midhaan,Playmaker Futbol Academy 14B White,1,5,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980018,365125
10/25/2024,CCV STARS 14 Boys Navy LAV,14B Midhaan,2,6,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Silver Black - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980013,365125
10/19/2024,14B Midhaan,2014 Tuzos Academy FV,0,12,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,Sweetwater Park (RSL- N),"13230 N. 44th Street, Phoenix, AZ 85032",17044431,365125
10/13/2024,Legends FC AZ 14B Black,14B Midhaan,5,3,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858886,365125
10/12/2024,14B Midhaan,2014 Rush Boys,4,4,T,T,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858877,365125
10/11/2024,AZ Arsenal 14 Boys Teal 2 SC,14B Midhaan,6,4,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858873,365125
9/7/2024,14B Midhaan,Real Arizona 2014,4,14,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 12 11U Boys,Sweetwater Park (RSL- N),"13230 N. 44th Street, Phoenix, AZ 85032",17044404,365125
9/20/2025,Phoenix Premier FC 14B Pre MLS Next AD,NOS Santos 14 Boys Blue,4,6,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Champions 12U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",21792644,619879
9/13/2025,CCV Stars 14 Boys West Pre-ECNL,Phoenix Premier FC 14B Pre MLS Next AD,6,0,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Champions 12U Boys,CCV Surprise Club Fields,"14787 W Cholla St , Surprise, AZ 85379",21792652,619879
8/31/2025,14B GSA,Phoenix Premier FC 14B Pre MLS Next AD,6,1,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Gold - McGlynn,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380965,619879
8/30/2025,Phoenix Premier FC 14B Pre MLS Next AD,14 Pre-MLSN #2,2,0,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Gold - McGlynn,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380958,619879
8/29/2025,Playmaker Futbol Academy PRE-ECNL B14,Phoenix Premier FC 14B Pre MLS Next AD,5,2,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Gold - McGlynn,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380959,619879
9/20/2025,AZSC 2014/2015B Navy,PSC 2014/15B,7,2,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 11 12U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",21763318,490652
4/19/2025,FDI 2015,PSC 2014/15B,5,2,W,L,East Valley Spring Invitational 2025,East Valley Spring Invitational,U10B Group A (U10 Boys),Quail Run Soccer Complex (EV Tournament Series),"4155 E Virginia St , Mesa, AZ 85215",20255747,490652
4/16/2025,Phoenix Premier FC 15B Black,PSC 2014/15B,6,0,W,L,East Valley Spring Invitational 2025,East Valley Spring Invitational,U10B Group A (U10 Boys),Quail Run Soccer Complex (EV Tournament Series),"4155 E Virginia St , Mesa, AZ 85215",20255745,490652
4/14/2025,PSC 2014/15B,EV-NSFC 15 Boys Perez(1),0,9,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U10B Group A (U10 Boys),Quail Run Soccer Complex (EV Tournament Series),"4155 E Virginia St , Mesa, AZ 85215",20255744,490652
11/2/2024,PSC 2014/15B,PRFC North Valley 15B Copa,1,0,W,L,2024 Rush Cup ,2025 Rush Cup ,U10B U10B MEXICO ,Scottsdale Sport Complex ( Rush Cup),"8081 E Princess Dr , Scottsdale, AZ 85255",18068536,490652
9/28/2024,FDI 2015,PSC 2014/15B,6,1,W,L,2024 Arizona Cup AYSO United ,Arizona Athletic Grounds Tournament Series,U10B U10 Boys Silver,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17804136,490652
9/27/2024,PSC 2014/15B,PSG 15B Blue,1,6,L,W,2024 Arizona Cup AYSO United ,Arizona Athletic Grounds Tournament Series,U10B U10 Boys Silver,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17804135,490652
10/4/2025,Select 14B,CCV Stars 14 Boys South Orange,3,2,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 9 12U Boys,P- Mountain Valley Park Yavapai Soccer,"8600 E. Nace Ln. , Prescott Valley , AZ 86314",21790699,128664
9/20/2025,2014 Rush Boys,CCV Stars 14 Boys South Orange,6,3,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 9 12U Boys,JCC (Rush),"12701 N Scottsdale Rd , Scottsdale, AZ 85254",21790694,128664
9/13/2025,CCV Stars 14 Boys South Orange,Madison FC 14 White Boys,4,4,T,T,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Canada,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22641557,128664
9/13/2025,AZSC 2014/2015B Navy,CCV Stars 14 Boys South Orange,0,7,L,W,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Canada,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22641554,128664
9/12/2025,CCV Stars 14 Boys South Orange,Playmaker Futbol Academy 14B Gold,2,2,T,T,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Canada,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22641562,128664
4/27/2025,CCV Stars 14 Boys South Orange,Synergy FC 14 B,1,0,W,L,Schools Out For Summer 2025,Schools Out,U11B U11 Boys 2,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473611,128664
4/26/2025,CCV Stars 14 Boys South Orange,Milan,1,2,L,W,Schools Out For Summer 2025,Schools Out,U11B U11 Boys 2,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473603,128664
4/26/2025,15B Vyas,CCV Stars 14 Boys South Orange,4,3,W,L,Schools Out For Summer 2025,Schools Out,U11B U11 Boys 2,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473607,128664
4/5/2025,Brazas 2014 Boys Black Marcos,CCV Stars 14 Boys South Orange,10,1,W,L,Brazas - 2025 Ginga Champions,Brazas Ginga Champions ,U11B Boys U11 - Gold Division ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",20233173,128664
4/5/2025,CCV Stars 14 Boys South Orange,PRFC Southeast Valley 14B Predator-Central,1,6,L,W,Brazas - 2025 Ginga Champions,Brazas Ginga Champions ,U11B Boys U11 - Gold Division ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",20233181,128664
3/23/2025,CCV Stars 14 Boys South Orange,14 Boys Navy,1,5,L,W,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881252,128664
3/22/2025,CCV Stars 14 Boys South Orange,State 48 FC 14 White,1,3,L,W,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881246,128664
3/21/2025,2014 Boys Blue,CCV Stars 14 Boys South Orange,4,1,W,L,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881244,128664
3/8/2025,CCV Stars 14 Boys South Orange,AZ Arsenal 14 Boys Teal 2 PJ,0,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,CCV Stars Laveen,"4343 W Baseline Rd , Laveen, AZ 85339",18570458,128664
2/15/2025,CCV Stars 14 Boys South Orange,14B Bratcher,4,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,CCV Stars Laveen,"4343 W Baseline Rd , Laveen, AZ 85339",18570477,128664
2/8/2025,CCV Stars 14 Boys South Orange,AZ Arsenal 14 Boys AYDP,1,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,CCV Stars Laveen,"4343 W Baseline Rd , Laveen, AZ 85339",18570476,128664
2/1/2025,ASA 014B Magic,CCV Stars 14 Boys South Orange,0,5,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,NE- Desert Canyon (AZ Soccer Academy),"10203 E McDowell Mountain Ranch Road , Scottsdale, AZ 85255",18570469,128664
1/18/2025,CCV Stars 14 Boys South Orange,Select 14/15B Red,1,1,T,T,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 12 11U Boys,CCV Stars Laveen,"4343 W Baseline Rd , Laveen, AZ 85339",18570462,128664
1/12/2025,CCV Stars 14 Boys South Orange,AZ Arsenal 14 Boys Teal 2 AP,2,2,T,T,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Blue - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604701,128664
1/12/2025,Amore 2014 Boys,CCV Stars 14 Boys South Orange,6,0,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Blue - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604700,128664
1/11/2025,CCV Stars 14 Boys South Orange,2014 Boys Blue,2,3,L,W,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Blue - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604697,128664
12/8/2024,CCV Stars 14 Boys South Orange,Amore 2014 Boys,0,4,L,W,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Snowmen,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18412648,128664
12/7/2024,2014 Boys Blue,CCV Stars 14 Boys South Orange,4,3,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Snowmen,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18412640,128664
